area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.451,0.061,0.252,0.12,0.48200000000000004,0.19899999999999998,0.258,0.032,0.012,0.8759999999999999,0.05,0.006,0.140438247,0.360557769,0.3187251,0.18027888399999997,8,11,0.317,0.27399999999999997,0.121,0.052000000000000005,0.16469557362240286,0.315,9.0,21.14602162162162,3549.0,1999.5,year 1,16.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.419,0.077,0.255,0.077,0.501,0.24100000000000002,0.165,0.049,0.043,0.871,0.003,0.001,0.173646578,0.36976506600000003,0.28192032699999997,0.17466802899999997,13,12,0.314,0.203,0.10800000000000001,0.079,0.10099999999999999,0.33,14.0,24.54,3460.0,2669.0,year 2,17.4
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5539999999999999,0.036000000000000004,0.075,0.027000000000000003,0.51,0.228,0.168,0.047,0.008,0.895,0.005,0.034,0.034693878,0.248979592,0.293877551,0.42244898,9,8,0.27,0.16899999999999998,0.071,0.07400000000000001,0.253,0.17,12.0,6.3,1179.0,709.0,year 1,5.5
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.54,0.035,0.113,0.048,0.501,0.23,0.149,0.069,0.011000000000000001,0.905,0.0,0.01,0.08829568800000001,0.36036961,0.329568789,0.22176591399999998,10,7,0.303,0.157,0.08,0.062,0.225,0.165,12.0,13.22,1830.0,2410.0,year 1,8.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.396,0.067,0.22899999999999998,0.071,0.519,0.218,0.217,0.031,0.33399999999999996,0.618,0.005,0.011000000000000001,0.175542406,0.33727810700000005,0.28698224899999997,0.20019723899999997,11,13,0.32299999999999995,0.3,0.134,0.124,0.16469557362240286,0.282,12.0,17.32,2940.0,1230.0,year 1,18.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.33799999999999997,0.08199999999999999,0.218,0.062,0.517,0.223,0.195,0.012,0.06,0.905,0.005,0.005,0.207639569,0.43584720899999996,0.23702252699999998,0.119490695,10,13,0.363,0.253,0.145,0.079,0.16469557362240286,0.34,13.0,38.67,2170.0,2379.0,year 1,19.5
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.512,0.077,0.14,0.042,0.503,0.217,0.196,0.026000000000000002,0.003,0.9640000000000001,0.001,0.011000000000000001,0.081325301,0.42168674700000003,0.33835341399999996,0.15863453800000002,10,12,0.324,0.327,0.09300000000000001,0.055,0.16469557362240286,0.28,11.0,16.34,8199.0,4089.0,year 2,9.4
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.423,0.052000000000000005,0.336,0.136,0.486,0.237,0.132,0.149,0.452,0.385,0.003,0.008,0.204795205,0.365634366,0.280719281,0.14885114900000002,12,8,0.419,0.254,0.13,0.10300000000000001,0.18600000000000003,0.249,13.0,43.01,3900.0,4189.0,year 2,24.8
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.511,0.038,0.163,0.048,0.508,0.23800000000000002,0.149,0.009000000000000001,0.037000000000000005,0.917,0.001,0.012,0.09447236199999999,0.368844221,0.303517588,0.233165829,12,9,0.313,0.235,0.11800000000000001,0.076,0.19399999999999998,0.263,14.0,10.27,2900.0,2320.0,year 1,11.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.475,0.042,0.295,0.152,0.462,0.253,0.139,0.384,0.045,0.556,0.006,0.008,0.18353174600000002,0.307539683,0.35515873,0.153769841,13,8,0.281,0.21364882697947216,0.083,0.095,0.16469557362240286,0.332,9.0,18.82,3459.0,2439.0,year 1,12.2
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.47200000000000003,0.075,0.179,0.07400000000000001,0.506,0.26,0.149,0.054000000000000006,0.011000000000000001,0.912,0.002,0.0,0.119641077,0.48554337,0.265204387,0.129611167,13,10,0.33,0.318,0.11,0.076,0.26,0.322,14.0,16.86,3319.0,2199.0,year 2,12.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.442,0.064,0.284,0.102,0.515,0.19,0.251,0.066,0.016,0.8959999999999999,0.011000000000000001,0.006,0.125623131,0.294117647,0.35593220299999995,0.224327019,10,12,0.244,0.19899999999999998,0.1,0.067,0.114,0.261,13.0,11.56,2140.0,1259.0,year 2,18.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.446,0.07,0.237,0.075,0.518,0.223,0.163,0.019,0.042,0.9109999999999999,0.0,0.006999999999999999,0.18011811,0.405511811,0.252952756,0.161417323,14,11,0.321,0.22699999999999998,0.142,0.079,0.121,0.27399999999999997,13.0,21.56,3670.0,1230.0,year 2,26.5
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.544,0.034,0.172,0.079,0.51,0.21600000000000003,0.239,0.024,0.005,0.948,0.02,0.009000000000000001,0.093117409,0.39574898799999997,0.3451417,0.165991903,10,15,0.312,0.179,0.113,0.063,0.214,0.38,10.0,25.29,3389.0,3399.0,year 2,9.8
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.406,0.061,0.253,0.087,0.502,0.23199999999999998,0.171,0.027999999999999997,0.085,0.856,0.003,0.006999999999999999,0.152917505,0.290744467,0.341046278,0.215291751,12,10,0.29600000000000004,0.22899999999999998,0.124,0.079,0.139,0.309,12.0,19.54,4139.0,2660.0,year 1,20.8
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.47600000000000003,0.055999999999999994,0.175,0.075,0.511,0.221,0.174,0.008,0.02,0.963,0.0,0.009000000000000001,0.11332008,0.45129224700000004,0.236580517,0.19880715699999998,10,11,0.297,0.198,0.125,0.076,0.11800000000000001,0.266,14.0,18.2,2399.0,1529.0,year 2,14.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.419,0.065,0.22899999999999998,0.069,0.505,0.188,0.228,0.02,0.055999999999999994,0.902,0.0,0.0,0.21350546199999998,0.356504469,0.309831182,0.120158888,7,13,0.292,0.20199999999999999,0.11699999999999999,0.09699999999999999,0.127,0.242,13.0,23.83,6120.0,4610.0,year 1,16.5
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.542,0.042,0.129,0.064,0.525,0.217,0.17600000000000002,0.026000000000000002,0.042,0.88,0.009000000000000001,0.031,0.081349206,0.264880952,0.308531746,0.345238095,9,10,0.266,0.179,0.11,0.083,0.124,0.248,13.0,9.86,1279.0,859.0,year 2,7.8
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.455,0.059000000000000004,0.348,0.11199999999999999,0.514,0.24600000000000002,0.142,0.115,0.302,0.575,0.003,0.006,0.207677165,0.33661417299999996,0.286417323,0.16929133899999999,15,10,0.325,0.16699999999999998,0.139,0.10300000000000001,0.083,0.294,12.0,21.68,2509.0,1169.0,year 1,26.6
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.446,0.068,0.134,0.044000000000000004,0.48200000000000004,0.175,0.187,0.018000000000000002,0.083,0.8759999999999999,0.0,0.008,0.119918699,0.413617886,0.291666667,0.174796748,9,13,0.282,0.23199999999999998,0.11,0.085,0.154,0.308,13.0,11.84,1500.0,1569.0,year 1,20.3
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.536,0.04,0.25,0.09300000000000001,0.488,0.292,0.121,0.35100000000000003,0.026000000000000002,0.537,0.033,0.038,0.26819541399999997,0.345962114,0.273180459,0.112662014,17,8,0.331,0.205,0.099,0.062,0.185,0.313,11.0,11.12,4230.0,20909.0,year 2,14.9
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.39299999999999996,0.073,0.322,0.136,0.506,0.297,0.083,0.109,0.23399999999999999,0.59,0.013000000000000001,0.011000000000000001,0.153306613,0.368737475,0.333667335,0.144288577,15,6,0.309,0.21364882697947216,0.099,0.09300000000000001,0.16469557362240286,0.263,13.0,26.1,2694.5,1999.5,year 2,22.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.433,0.083,0.27899999999999997,0.109,0.496,0.28,0.125,0.457,0.059000000000000004,0.389,0.02,0.067,0.198595787,0.261785356,0.324974925,0.21464393199999998,13,6,0.267,0.141,0.096,0.065,0.17800000000000002,0.203,9.0,12.75,2159.0,2500.0,year 2,17.0
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.521,0.07,0.266,0.096,0.52,0.254,0.126,0.039,0.33799999999999997,0.605,0.0,0.017,0.155085599,0.357502518,0.29305136,0.19436052399999998,13,9,0.299,0.153,0.146,0.11199999999999999,0.099,0.307,13.0,16.65,1900.0,1990.0,year 2,18.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.55,0.053,0.115,0.052000000000000005,0.49700000000000005,0.19899999999999998,0.193,0.019,0.0,0.965,0.0,0.002,0.09054326,0.41046277700000006,0.34808853100000003,0.150905433,9,11,0.315,0.23,0.091,0.07400000000000001,0.231,0.231,11.0,12.34,1680.0,1179.0,year 1,10.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.44,0.17300000000000001,0.327,0.086,0.505,0.257,0.20800000000000002,0.628,0.006999999999999999,0.324,0.031,0.006999999999999999,0.315315315,0.30830830800000003,0.257257257,0.11911911900000001,17,12,0.254,0.187,0.099,0.077,0.174,0.231,10.0,19.39,3080.0,2080.0,year 1,31.2
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.544,0.035,0.14400000000000002,0.057,0.505,0.201,0.17800000000000002,0.057999999999999996,0.013000000000000001,0.9109999999999999,0.0,0.003,0.132056452,0.418346774,0.23891129,0.21068548399999998,10,10,0.313,0.20600000000000002,0.115,0.069,0.172,0.243,13.0,16.26,3170.0,1740.0,year 1,8.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.384,0.071,0.282,0.253,0.365,0.182,0.133,0.222,0.038,0.67,0.042,0.009000000000000001,0.217092338,0.34675835,0.30648330100000004,0.129666012,10,7,0.299,0.26,0.08800000000000001,0.0835641196013289,0.207,0.22,14.0,21.14602162162162,4209.0,1999.5,year 2,19.5
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.536,0.062,0.129,0.042,0.513,0.23199999999999998,0.17300000000000001,0.012,0.0,0.971,0.0,0.003,0.071142285,0.373747495,0.324649299,0.23046092199999998,10,11,0.293,0.21364882697947216,0.091,0.06,0.16469557362240286,0.287,12.0,19.29,6429.0,4230.0,year 2,10.5
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.449,0.048,0.153,0.048,0.513,0.23399999999999999,0.22699999999999998,0.017,0.006999999999999999,0.971,0.005,0.012,0.10400000000000001,0.43200000000000005,0.316,0.14800000000000002,12,12,0.32899999999999996,0.20199999999999999,0.11699999999999999,0.08199999999999999,0.16469557362240286,0.253,9.0,29.1,6400.0,1580.0,year 1,15.9
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.48700000000000004,0.040999999999999995,0.174,0.066,0.506,0.252,0.121,0.075,0.15,0.713,0.009000000000000001,0.024,0.09950248800000001,0.311442786,0.286567164,0.302487562,12,7,0.322,0.166,0.113,0.067,0.138,0.209,13.0,11.46,2400.0,1670.0,year 1,7.3
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.451,0.054000000000000006,0.22899999999999998,0.049,0.51,0.23199999999999998,0.17600000000000002,0.046,0.013000000000000001,0.9259999999999999,0.001,0.001,0.178356713,0.342685371,0.327655311,0.151302605,12,12,0.34700000000000003,0.226,0.138,0.084,0.10300000000000001,0.306,13.0,26.04,2300.0,1780.0,year 1,19.4
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.49,0.05,0.257,0.105,0.496,0.221,0.13,0.43700000000000006,0.01,0.467,0.024,0.054000000000000006,0.21236291100000002,0.177467597,0.290129611,0.32003988,13,7,0.2,0.11199999999999999,0.065,0.059000000000000004,0.17800000000000002,0.138,7.0,8.78,1330.0,1290.0,year 1,16.5
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.503,0.044000000000000004,0.147,0.10099999999999999,0.489,0.22,0.22,0.017,0.0,0.893,0.073,0.006,0.088757396,0.34122288,0.38264299799999996,0.18737672600000002,13,8,0.304,0.187,0.106,0.061,0.188,0.293,10.0,30.32,9509.0,1999.5,year 1,9.2
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.485,0.062,0.301,0.073,0.516,0.248,0.132,0.057,0.331,0.5660000000000001,0.026000000000000002,0.01,0.248741188,0.43202416899999996,0.211480363,0.10775428,15,10,0.384,0.22,0.136,0.111,0.14400000000000002,0.317,11.0,22.27,2589.0,2000.0,year 2,21.5
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.431,0.107,0.228,0.059000000000000004,0.536,0.23,0.158,0.036000000000000004,0.5710000000000001,0.379,0.008,0.0,0.23223223199999998,0.359359359,0.30030029999999996,0.10810810800000001,12,11,0.366,0.201,0.153,0.133,0.16469557362240286,0.298,12.0,18.82,4779.0,3730.0,year 2,25.5
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.433,0.069,0.267,0.094,0.45899999999999996,0.22699999999999998,0.141,0.031,0.275,0.6940000000000001,0.0,0.0,0.23785926699999999,0.43607532200000004,0.22993062399999997,0.096134787,12,11,0.327,0.21364882697947216,0.129,0.106,0.16469557362240286,0.268,13.0,26.37,8700.0,3350.0,year 2,20.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Recreation,0.39399999999999996,0.08199999999999999,0.282,0.124,0.499,0.184,0.261,0.013999999999999999,0.0,0.956,0.013000000000000001,0.001,0.170191339,0.444108761,0.258811682,0.126888218,8,12,0.31,0.21364882697947216,0.14400000000000002,0.08900000000000001,0.16469557362240286,0.317,11.0,21.18,4780.0,4800.0,year 1,28.5
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.45,0.08199999999999999,0.306,0.10300000000000001,0.5,0.263,0.135,0.122,0.127,0.73,0.006999999999999999,0.005,0.24211597199999998,0.38148524899999997,0.23906409,0.13733469,14,12,0.266,0.226,0.12300000000000001,0.079,0.16469557362240286,0.28300000000000003,13.0,22.17,4610.0,5150.0,year 2,20.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.493,0.079,0.129,0.067,0.498,0.196,0.214,0.031,0.012,0.9470000000000001,0.005,0.006999999999999999,0.116831683,0.43663366299999995,0.323762376,0.122772277,11,12,0.292,0.239,0.095,0.057999999999999996,0.264,0.253,12.0,28.79,5110.0,15429.0,year 2,13.0
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.462,0.038,0.17600000000000002,0.10800000000000001,0.49200000000000005,0.358,0.11599999999999999,0.055999999999999994,0.006,0.924,0.01,0.006,0.08761329300000001,0.346424975,0.402819738,0.163141994,17,6,0.309,0.129,0.08199999999999999,0.071,0.16469557362240286,0.213,12.0,17.16,2579.0,1470.0,year 1,10.6
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.518,0.06,0.18600000000000003,0.078,0.502,0.24100000000000002,0.157,0.015,0.011000000000000001,0.955,0.0,0.01,0.134920635,0.347222222,0.33630952399999997,0.181547619,12,10,0.33299999999999996,0.278,0.105,0.073,0.14,0.28800000000000003,11.0,22.77,2360.0,1459.0,year 1,10.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.503,0.057,0.171,0.065,0.503,0.243,0.166,0.017,0.016,0.9540000000000001,0.002,0.018000000000000002,0.113524186,0.484698914,0.23593287300000002,0.165844028,12,11,0.29600000000000004,0.222,0.12300000000000001,0.08,0.177,0.35,14.0,23.81,3060.0,1749.0,year 2,17.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.321,0.09300000000000001,0.185,0.071,0.509,0.177,0.306,0.027000000000000003,0.0,0.902,0.013000000000000001,0.005,0.079158317,0.331663327,0.44488978,0.144288577,6,10,0.313,0.154,0.128,0.07400000000000001,0.183,0.235,10.0,21.14602162162162,2020.0,1999.5,year 1,11.7
